subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
flea bite	has_property	azithromycin	0.0416	0.702	0.0083
flea bite	has_property	automatic	0.0416	0.9009	0.0007
flea bite	has_property	aqueous	0.0416	0.8709	0.0008
flea bite	has_property	appearance	0.0416	0.9506	0.0102
flea bite	has_property	amazon	0.0416	0.9535	0.0003
flea bite	has_property	aggression	0.0416	0.7945	0.0123
flea bite	has_property	addicted	0.0416	0.8643	0.0029
flea bite	has_property	acidic	0.0416	0.9328	0.0003
clothes pin	be called	c47s	0.0416	0.9517	0.268
glucose	be important for	brain	0.0416	0.9692	0.2607
elsholtzia	has_property	pronounce	0.0416	0.8872	0.0002
red meat	has_property	pwllheli	0.0416	1.0	0.0006
red meat	has_property	nightmares	0.0416	0.9037	0.0762
red meat	has_property	palate	0.0416	0.8562	0.0076
red meat	has_property	squash	0.0416	0.8984	0.0011
red meat	has_property	fertility	0.0416	0.8711	0.0094
red meat	has_property	gw2	0.0416	1.0	0.0003
red meat	has_property	idiom	0.0416	0.7995	0.0013
red meat	has_property	lou	0.0416	0.753	0.0246
embryonic stem-cell research	has_property	associated with	0.0416	0.9357	0.3653
motor	be wired with	solid wire	0.0416	0.8025	1.0
darryl zanuck	have	daughter	0.0416	0.9103	0.0068
consumer	be important in	food chain	0.0416	0.9822	0.0172
acquired immune deficiency syndrome	has_property	mr	0.0416	0.9501	0.0001
pulse	race after	activities done	0.0416	0.6986	1.0
bunny	has_property	pd	0.0416	0.9647	0.0001
bunny	has_property	ebay	0.0416	0.954	0.0002
bunny	has_property	effluent	0.0416	0.7186	0.0114
bunny	has_property	iud	0.0416	1.0	0.0001
bunny	has_property	idle	0.0416	0.8291	0.0001
camel	be covered with	thin yellow fur	0.0416	0.8532	1.0
interstitial fluid	contain	little protein	0.0416	0.9335	1.0
hen	has_property	quoin	0.0416	1.0	0.0191
guar gum	be used in	ice cream	0.0416	0.9449	0.0529
espionage	differ from	treason	0.0416	0.7705	1.0
mountain dew	has_property	for games	0.0416	0.95	0.0492
good friday	has_property	year	0.0416	0.9336	0.0003
lodging	can	mean	0.0416	0.8744	0.0001
economist	oppose	barriers trade	0.0416	0.8548	1.0
hole	be in	pen caps	0.0416	0.8469	1.0
pip	be sent	away to misshavishan	0.0416	0.8645	1.0
utah	can	vote	0.0416	0.8744	0.0001
trapping	can	mean	0.0416	0.8744	0.0001
school	mix	classes	0.0416	0.724	1.0
rehabilitation	has_property	measures	0.0416	0.8038	0.0315
sympathy	has_property	different	0.0416	0.9463	0.0
dried fruit	has_property	sd	0.0416	0.9514	0.0002
dried fruit	has_property	authentic	0.0416	0.8183	0.0011
dried fruit	has_property	amazon	0.0416	0.9535	0.0003
dried fruit	has_property	assay	0.0416	0.9238	0.0025
dried fruit	has_property	aerated	0.0416	0.9077	0.0019
dried fruit	has_property	absorbed	0.0416	0.9112	0.0016
dried fruit	has_color	pink	0.0416	0.9433	0.0002
dried fruit	has_property	laxative	0.0416	0.9231	0.007
dried fruit	has_property	pierced	0.0416	0.8416	0.0034
dried fruit	has_property	phd	0.0416	0.927	0.0001
dried fruit	has_property	filtered	0.0416	0.8459	0.0032
dried fruit	has_property	pd	0.0416	0.9647	0.0001
dried fruit	has_property	box	0.0416	0.9442	0.0002
dried fruit	has_property	oars	0.0416	0.9591	0.0003
dried fruit	has_property	ohio	0.0416	0.9652	0.0001
dried fruit	has_property	hotter	0.0416	0.912	0.0039
dried fruit	has_property	hit	0.0416	0.8348	0.0005
dried fruit	has_property	gas	0.0416	0.9479	0.0002
dried fruit	has_property	gb	0.0416	0.9615	0.0001
dried fruit	has_property	cpd	0.0416	0.8254	0.0009
dried fruit	has_property	cnpj	0.0416	1.0	0.0043
dried fruit	has_property	bouquet	0.0416	0.8908	0.0331
dried fruit	has_property	pm	0.0416	0.9404	0.0001
dried fruit	has_property	boiled	0.0416	0.8901	0.0053
dried fruit	has_property	bk	0.0416	0.8862	0.0004
dried fruit	has_property	bus	0.0416	0.9449	0.0008
dried fruit	has_property	big	0.0416	0.9407	0.0001
dried fruit	has_property	fm	0.0416	0.9428	0.0002
dried fruit	has_property	ayahuasca	0.0416	0.8912	0.0007
dried fruit	has_property	authentic	0.0416	0.8183	0.0011
dried fruit	has_property	aquatic	0.0416	0.946	0.0001
tungsten	be used	in cutting tools	0.0416	0.895	0.2595
toad	be adapted	to pond life	0.0416	0.8574	1.0
product	has_property	da	0.0416	0.8822	0.0002
endothermic reaction	be identified in	equation	0.0416	0.8257	0.4077
hazard	has_movement	measured	0.0416	0.9498	0.0002
mountain bike	have	much tires than bicycles	0.0416	0.8191	1.0
good	can	mean	0.0416	0.8744	0.0001
river	be in	michigan black	0.0416	0.9024	0.3723
transparency	has_property	itching	0.0416	0.8165	0.0004
plant	change	energy	0.0416	0.8383	1.0
sportsman	can	spit	0.0416	0.8279	0.003
severity	can	mean	0.0416	0.8744	0.0001
shed	need	bases	0.0416	0.8575	1.0
scandal	have	short season	0.0416	0.8922	1.0
ebay	show	best offer price	0.0416	0.8093	1.0
baker	may field	is doing in training camp	0.0416	0.8117	1.0
light	has_property	reaction important	0.0416	0.9171	1.0
most men	prefer sex in	mornings	0.0416	0.7749	1.0
curiousity	has_property	ignite	0.0416	0.8278	0.0005
collusion	affect consumers at	large	0.0416	0.8818	1.0
thermal power plants	be set up near	coal	0.0416	0.8164	1.0
senate	have	unlimited debate	0.0416	0.7505	1.0
job	make	fingerprinted	0.0416	0.891	1.0
guitar	has_property	tab	0.0416	0.8425	0.0011
carpentry	has_time	now	0.0416	0.9371	0.0001
genre	affect	meaning	0.0416	0.8741	0.0453
lawn	has_property	sweeper	0.0416	0.8669	0.1395
boon	be to	farmers	0.0416	0.9044	0.2723
eucalyptus tree	be ideal for	bush fires	0.0416	0.8249	0.4437
chicken breast	has_property	different colors	0.0416	0.9496	0.0005
maraschino	has_property	xl	0.0416	0.8078	0.0006
cell wall	be important to	people	0.0416	0.9771	0.0024
dove	has_property	aanbieding	0.0416	1.0	0.003
roulette	called	devil game	0.0416	0.7799	1.0
data rate	has_movement	measured	0.0416	0.9498	0.0002
welsh	say	mun	0.0416	0.7749	1.0
key	be blocked	in australia	0.0416	0.8393	0.3464
vegetable	be for	babies	0.0416	0.9493	0.0091
ice beer	has_trait	strong	0.0416	0.8934	0.0003
scarce	has_property	if	0.0416	0.8882	0.0002
river	be in	ny black	0.0416	0.8744	1.0
noun	has_property	cygnets	0.0416	0.9332	1.0
enl	has_property	distribution	0.0416	0.85	0.032
bird	be endangered	specie	0.0416	0.916	1.0
venezuelan	has_property	migrating	0.0416	0.8625	0.0277
radioactive material	be used	produce	0.0416	0.8961	0.0194
midgrass	has_property	awakening	0.0416	0.8745	0.002
midgrass	has_movement	ahead	0.0416	0.9362	0.0001
midgrass	has_property	get	0.0416	0.8935	0.0001
midgrass	has_property	avenge	0.0416	0.862	0.0504
midgrass	has_property	swelling	0.0416	0.8313	0.0082
midgrass	has_property	snapping	0.0416	0.8544	0.0006
mother	be with	infants	0.0416	0.9342	0.1549
high	has_property	it	0.0416	0.9292	0.0003
baseball player	lead	off	0.0416	0.8136	1.0
baby	have	big balls	0.0416	0.8948	0.0097
creatine phosphate	allow	muscle cells	0.0416	0.8656	1.0
formula	has_property	not	0.0416	0.9357	0.0001
tryptophane	has_trait	good	0.0416	0.9469	0.0
movie screen	has_property	hire	0.0416	0.8508	0.0137
pennsylvania	have	2 football teams	0.0416	0.9363	0.2823
indictment	has_property	count	0.0416	0.8558	0.0076
thinker	has_property	thinkers	0.0416	0.9071	1.0
point	has_property	importance	0.0416	0.8385	0.028
noun	has_property	psychologists	0.0416	0.8389	0.5402
frog	has_property	ice	0.0416	0.952	0.0002
steam engine	make	life easier	0.0416	0.8888	0.0036
journal	start	being	0.0416	0.8192	1.0
peptide bond	be formed in	polypeptides	0.0416	0.8468	1.0
tweeter	keep	blowing	0.0416	0.8367	0.0091
jerusalem	be called	kivyat	0.0416	0.9517	1.0
placement	be at	ties	0.0416	0.9228	0.2606
headset	has_property	made	0.0416	0.9403	0.0
shylock	tell	story of jacob	0.0416	0.8859	1.0
delirium	be	any better as a mechanic than threshold	0.0416	0.7828	1.0
anonym	has_property	samsung	0.0416	0.8876	0.0076
spf	can	mean	0.0416	0.8744	0.0001
song	can give	goosebumps	0.0416	0.9236	0.474
player	be in	world series payrolls	0.0416	0.7186	1.0
friend	has_property	offensive	0.0416	0.8989	0.0025
kangaroo	has_property	jack	0.0416	0.8939	0.0047
copyright	has_property	ignoring	0.0416	0.8575	0.0004
spider monkey	has_property	hunted	0.0416	0.9177	0.0015
vacuole	differ between	plants	0.0416	0.9248	0.1157
graphite	be used	to make electrical contacts in generators	0.0416	0.8624	1.0
varus	has_property	bad	0.0416	0.9451	0.0
light bulb	be	bad	0.0416	0.9451	0.0
element	be in	staircase of periodic table special	0.0416	0.8443	1.0
cortisol	has_property	add	0.0416	0.8997	0.0021
pst	has_property	dye	0.0416	0.8905	0.0036
pst	has_property	oxidizing	0.0416	0.8494	0.0028
paper	has_property	better than plastic	0.0416	0.9166	0.0084
coffee	has_property	chemistry	0.0416	0.9502	0.0113
compound interest	be calculated for	student loans	0.0416	0.8496	1.0
bellybutton	has_property	ignoring	0.0416	0.8575	0.0004
bellybutton	has_property	snapping	0.0416	0.8544	0.0006
proverb	be considered as	wisdom of old	0.0416	0.7997	1.0
spanner	have	long handle	0.0416	0.8887	0.2859
scout	has_trait	helpful	0.0416	0.9148	0.0003
park	be in	dome regular show	0.0416	0.7907	1.0
rate of respiration	has_property	necessary	0.0416	0.9381	0.0001
jay	wear	green hats	0.0416	0.9242	0.0449
planet	has_property	discovered	0.0416	0.926	0.002
toe	be than	first	0.0416	0.8921	1.0
scarcity	has_property	not	0.0416	0.9357	0.0001
mexican	cross	the boarder in twos	0.0416	0.7191	1.0
pile	flare	up	0.0416	0.9131	0.0103
bungalow	get	damp	0.0416	0.8432	0.0151
buffet	give	diarrhea	0.0416	0.9004	0.0007
pitch	be important property of	music	0.0416	0.8758	1.0
chatter	can	mean	0.0416	0.8744	0.0001
cheeseburger	give	diarrhea	0.0416	0.9004	0.0007
telescope	be important to	society	0.0416	0.9796	0.0011
nematode	move side to	side	0.0416	0.9651	0.0429
nobody	be allowed in	antarctica	0.0416	0.8928	0.0307
teresa	have breaking up	maputo	0.0416	0.7887	1.0
rectangle	have	parallel lines	0.0416	0.8512	1.0
ginger	has_property	good for diabetes	0.0416	0.9206	0.0384
jet	be different from	air plains	0.0416	0.8398	1.0
jack	be in	box called in box	0.0416	0.9452	1.0
jute	can	come	0.0416	0.9375	0.0007
diet coke	has_property	feisty cherry spicy	0.0416	0.8299	1.0
location	determine	what type of eruption a volcano would have	0.0416	0.8226	1.0
croissant	give	heartburn	0.0416	0.8924	0.0011
sacagawea	be	an asset to the lewis expedition	0.0416	0.8129	1.0
crypt	has_property	uhf-868	0.0416	1.0	1.0
crypt	has_property	overview	0.0416	0.6994	0.0031
first lady	leave	designated	0.0416	0.7441	0.6776
human	kill	ocelots	0.0416	0.787	1.0
keeper	has_time	yet	0.0416	0.9117	0.0002
geoffrey chaucer	be important to	english	0.0416	0.9673	0.2768
material	decompose at	different rates	0.0416	0.7732	1.0
colonization	affect	distribution of cultural traits	0.0416	0.7928	0.5633
immigrant	do better in	australia	0.0416	0.9216	1.0
ultranationalism	differ from	nationalism	0.0416	0.84	0.1338
chemotherapy	be given to	breast cancer patients	0.0416	0.9158	1.0
malice	can	mean	0.0416	0.8744	0.0001
salinity	affect	murray darling basin	0.0416	0.8281	1.0
world	do	again	0.0416	0.8236	1.0
digitalis	has_property	rare	0.0416	0.9447	0.0004
resistance	has_property	to change a normal result of social a combination of these	0.0416	0.8194	1.0
camera	can mimic	the human eye	0.0416	0.7951	1.0
ka	related	to ph	0.0416	0.8888	0.0771
school	block entertainment websites like	myspace	0.0416	0.7568	1.0
episode	be locked on	roku	0.0416	0.8941	0.2823
person	has_property	anemic	0.0416	0.8189	0.0268
caribbean	has_temperature	warm	0.0416	0.8846	0.0004
volution	has_property	nor	0.0416	0.815	0.0013
dodge journey	has_property	2011	0.0416	1.0	0.2862
tessellation	has_property	lesson	0.0416	0.8827	0.0063
centroid	divide	median	0.0416	0.7912	1.0
hokkaido	has_time	now	0.0416	0.9371	0.0001
muslim	be split into	two major sects	0.0416	0.8142	1.0
gymnosperm	be distinct from	ferns	0.0416	0.8686	0.3603
lip	be more puffy in	morning	0.0416	0.9331	1.0
person	has_trait	impatient	0.0416	0.7633	0.0255
song	has_property	hyena	0.0416	0.7078	0.0162
passenger	be in	rush board	0.0416	0.8577	1.0
jigger	has_color	green	0.0416	0.9451	0.0001
crutch	be in	season 5	0.0416	0.9907	0.0058
strawberry	be cooled by	forced air cooling	0.0416	0.8079	1.0
tarsal	has_property	by	0.0416	0.8648	0.0003
red blood cell	exposed to	high altitude	0.0416	0.8219	1.0
mudder	has_property	uk	0.0416	0.9583	0.0
aspirin	has_property	pa	0.0416	0.9447	0.0001
comedy shows	have laughing in	background	0.0416	0.7887	0.0979
sadness	has_property	bad	0.0416	0.9451	0.0
platypus	has_property	brown bear lion	0.0416	0.812	1.0
earthquake	be in	lost angels	0.0416	0.9286	0.0102
atheist	be dam	awesome	0.0416	0.8238	1.0
mark	has_property	harmon	0.0416	0.8683	0.3859
hacker	can be	bitches	0.0416	0.9154	1.0
health	have needed	laws	0.0416	0.8907	0.4843
school	be allowed	search	0.0416	0.8762	1.0
mollie	be lured	away from the farm	0.0416	0.7691	1.0
sodium	be listed instead of	salt	0.0416	0.8321	1.0
neuropathy	affect	balance	0.0416	0.8837	0.0067
tuberculin skin test	has_property	kkk	0.0416	0.825	0.0016
dry	has_property	lubricant	0.0416	0.8906	0.0039
room	be bigger in	dreams	0.0416	0.8934	0.3832
privacy	have	necessary security	0.0416	0.8716	1.0
cyclone	be named after	woman	0.0416	0.8811	0.0399
kidney	has_property	types	0.0416	0.9341	0.0002
beak	has_property	mid	0.0416	0.8369	0.0002
wifi	has_property	broadband	0.0416	0.88	0.0377
beatrice	tell	eddie	0.0416	0.8153	1.0
galvanisation	has_property	useful	0.0416	0.9425	0.0001
pumpkin	rot on	vine	0.0416	0.9851	0.029
double bond	increase	polarity	0.0416	0.7733	1.0
trumpeter swan	has_property	judge	0.0416	0.9049	0.0114
trumpeter swan	has_property	video	0.0416	0.9408	0.0002
trumpeter swan	has_property	queen	0.0416	0.9272	0.0003
trumpeter swan	has_time	yesterday	0.0416	0.9328	0.0013
meat	be preserved by	salt	0.0416	0.8267	1.0
hemianopia	can	happen	0.0416	0.8823	0.0001
paul	has_property	angry with the doctors as kemmerich is dying	0.0416	0.8175	1.0
regicide	can	mean	0.0416	0.8744	0.0001
tuff	has_property	ice	0.0416	0.952	0.0002
wildfire	has_property	increasing	0.0416	0.8902	0.0012
bronchitis	get	worse at night	0.0416	0.9421	0.0028
bouncing	can	means	0.0416	0.8633	0.0022
venue	charge	corkage	0.0416	0.8072	1.0
state government	need	subsidize	0.0416	0.7505	1.0
nick	die on	fear	0.0416	0.8476	1.0
map	be better than	photos	0.0416	0.8465	0.3948
megalopolis	can	mean	0.0416	0.8744	0.0001
permit	has_property	humanok	0.0416	1.0	0.0067
permit	has_property	italy	0.0416	0.9568	0.0009
eosinophilia	has_effect	dangerous	0.0416	0.9489	0.0
fly ash	has_property	visible	0.0416	0.9082	0.0002
case	be in	power boost work	0.0416	0.8257	1.0
decorator	turn backwards	books	0.0416	0.8558	0.2445
aurora	die in	originals	0.0416	0.9778	0.034
chloramphenicol	has_property	refrigerated	0.0416	0.9185	0.0008
shakespeare	make	the common people appear to be less than noble	0.0416	0.8491	1.0
recipe	has_property	hi	0.0416	0.8483	0.001
store	be called	marts	0.0416	0.6996	1.0
starbucks	do	today	0.0416	0.8213	0.0098
tobacco	has_property	expensive	0.0416	0.9457	0.0
electron	be involved	in conducting electricity	0.0416	0.8373	1.0
witch	be killed in	shakespeare time	0.0416	0.8757	1.0
network	identify	the information contained	0.0416	0.8181	1.0
noradrenaline	affect	body	0.0416	0.9726	0.0002
crown	has_property	royal good	0.0416	0.8798	1.0
butterfly	has_property	ireland	0.0416	0.9613	0.0002
bind	has_property	error	0.0416	0.8802	0.0005
heat	has_place	up	0.0416	0.9414	0.0001
sandwich	taste cut in	half	0.0416	0.8303	1.0
gospel	be	formed	0.0416	0.9373	0.0001
whine	has_property	pronounce	0.0416	0.8872	0.0002
bop	has_property	jazz	0.0416	0.9055	0.0024
biometrics	has_trait	helpful	0.0416	0.9148	0.0003
derivation	can	mean	0.0416	0.8744	0.0001
bachelor's degree	has_property	jobs	0.0416	0.8863	0.0003
banker	have	algorithm	0.0416	0.9027	1.0
bladder	can	hurt	0.0416	0.8988	0.0001
speed	has_property	different from acceleration	0.0416	0.841	0.186
gut	has_property	dec	0.0416	0.9758	0.0003
ovarian cyst	cause	vomiting	0.0416	0.8138	0.0097
edta	can	work	0.0416	0.9421	0.0
cup	be given as	final awards for sports	0.0416	0.7528	1.0
aberdeen	has_property	if	0.0416	0.8882	0.0002
beetle	can	stink	0.0416	0.8531	0.0008
spirituality	has_property	important in recovery	0.0416	0.8898	0.0207
pant	be measured	length	0.0416	0.8425	0.1009
ulaanbaatar	has_place	on	0.0416	0.96	0.0001
xylophone	has_property	percussion instrument	0.0416	0.9121	0.162
prejudice	has_property	formed	0.0416	0.9373	0.0001
random number generator	has_property	pop	0.0416	0.9423	0.0002
bee sting	feel	hard	0.0416	0.8405	0.0115
doctor	be in	germany paid	0.0416	0.8924	1.0
hypokalemia	has_property	itching	0.0416	0.8165	0.0004
morse	has_property	vs	0.0416	0.9644	0.0001
diffusion	has_property	alike	0.0416	0.8898	0.0001
filter	be used	make	0.0416	0.9328	0.0017
gallstone	has_property	itching	0.0416	0.8165	0.0004
lake superior	has_property	known	0.0416	0.9382	0.0006
academic	has_property	website	0.0416	0.9269	0.0014
guy	have penises instead of	girls	0.0416	0.8426	1.0
loser	can	exist	0.0416	0.8994	0.0001
poetry	has_property	addictive	0.0416	0.9266	0.0002
culture	play role in	somatic symptom disorder	0.0416	0.7427	1.0
pop art	has_property	refrigerated	0.0416	0.9185	0.0008
godspeed	get	defeated	0.0416	0.8309	0.0679
back	has_property	pig	0.0416	0.916	0.0002
birth rate	has_time	yet	0.0416	0.9117	0.0002
howard	has_property	la	0.0416	0.9407	0.0002
ci	has_property	uk	0.0416	0.9583	0.0
speech disorder	has_property	freed	0.0416	0.8416	0.2634
tooth	has_property	whitening	0.0416	0.8554	0.0694
tether	stay at	one dollar	0.0416	0.7587	1.0
pounce	can	mean	0.0416	0.8744	0.0001
forest	has_property	ireland	0.0416	0.9613	0.0002
biotechnology	be related to	law	0.0416	0.8952	0.0406
beowulf	has_trait	selfless	0.0416	0.7814	0.0643
nrna	has_color	yellow	0.0416	0.9462	0.0
exclusive right	has_property	justified	0.0416	0.8834	0.0002
orogeny	can	occur	0.0416	0.8906	0.0001
hierarchy	has_movement	ahead	0.0416	0.9362	0.0001
hierarchy	has_property	oh	0.0416	0.8673	0.0014
hierarchy	has_place	away	0.0416	0.938	0.0001
everyone	dress up as	dan bennett	0.0416	0.6998	1.0
barrier reef	has_property	tank	0.0416	0.9546	0.0029
plant	change	earth	0.0416	0.9706	0.0101
punctuality	has_property	ignite	0.0416	0.8278	0.0005
derma	has_property	yourself	0.0416	0.883	0.0023
paint roller	has_property	made	0.0416	0.9403	0.0
bomb	has_property	aqua	0.0416	0.9388	0.0006
lead-acid battery	has_property	pop	0.0416	0.9423	0.0002
lead-acid battery	has_property	id	0.0416	0.7581	0.0091
coastline	need	protecting	0.0416	0.8768	0.0295
lavender	has_property	belts	0.0416	0.9536	0.0001
christian	describe god in	words	0.0416	0.8922	1.0
chloramphenicol	has_property	resistant	0.0416	0.9171	0.0041
sweep	has_property	along	0.0416	0.7877	0.0085
current account	has_property	difference	0.0416	0.8734	0.0012
fart	has_movement	closing	0.0416	0.8752	0.0006
fart	has_property	awakening	0.0416	0.8745	0.002
fart	has_time	lately	0.0416	0.9375	0.1056
goal	has_property	important in project management	0.0416	0.9178	0.0217
rabbit	has_property	code	0.0416	0.9486	0.0007
freezing	get	rid of warts	0.0416	0.877	0.0103
walk-on	has_property	zachary	0.0416	0.9434	0.0414
quad	can	cramp	0.0416	0.8482	0.0051
bowling league	has_property	scores	0.0416	0.861	0.0114
cigarette	be sold by	pharmacies	0.0416	0.803	1.0
turtle	has_property	hungry	0.0416	0.8627	0.0007
journalism	has_place	about	0.0416	0.8794	0.0005
