subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
tankless water heaters	has_property	um	0.0385	0.8729	0.0018
tankless water heaters	has_property	urgent	0.0385	0.8266	0.0036
tankless water heaters	has_property	tau	0.0385	0.8765	0.0011
tankless water heaters	has_property	snow	0.0385	0.959	0.0006
tankless water heaters	has_property	rwanda	0.0385	1.0	0.0004
tankless water heaters	has_property	reba	0.0385	1.0	0.0011
tankless water heaters	has_property	sent	0.0385	0.9432	0.0081
tankless water heaters	has_property	pyramid	0.0385	0.9008	0.0003
tankless water heaters	has_property	faff	0.0385	0.7559	0.003
tankless water heaters	has_property	hr	0.0385	0.9528	0.0015
tankless water heaters	has_property	kenyan	0.0385	0.8068	0.0843
tankless water heaters	has_property	jyväskylä	0.0385	1.0	0.004
tankless water heaters	has_property	job	0.0385	0.9493	0.0003
tankless water heaters	has_property	jetty	0.0385	0.801	0.0321
tankless water heaters	has_property	jd	0.0385	0.8601	0.0035
tankless water heaters	has_property	impact	0.0385	0.8652	0.0003
tankless water heaters	has_property	hiv	0.0385	0.8829	0.0013
tankless water heaters	has_property	ggc	0.0385	1.0	0.0103
tankless water heaters	has_property	fog	0.0385	0.8896	0.0014
tankless water heaters	has_property	reba	0.0385	1.0	0.0011
tankless water heaters	has_property	sent	0.0385	0.9432	0.0081
tankless water heaters	has_property	pyramid	0.0385	0.9008	0.0003
tankless water heaters	has_property	faff	0.0385	0.7559	0.003
tankless water heaters	has_property	hr	0.0385	0.9528	0.0015
lack	affect	astronauts	0.0385	0.8722	0.1105
casualty	come	back	0.0385	0.9427	0.0005
marine	has_property	iud	0.0385	1.0	0.0001
marine	has_property	cbc	0.0385	0.8358	0.0001
profession	has_property	licensed	0.0385	0.8927	0.0035
larceny	differ from	burglary	0.0385	0.8708	0.1576
dog	need	minerals	0.0385	0.848	0.0069
chloride	has_property	twice	0.0385	0.9126	0.0002
chloride	has_movement	ahead	0.0385	0.9362	0.0001
captain	have	tough time sailing	0.0385	0.7824	1.0
alabama	react	to the roy	0.0385	0.7909	1.0
horsehair	has_trait	good	0.0385	0.9469	0.0
christian	try	avoid	0.0385	0.8518	0.0788
gon	has_property	free	0.0385	0.9514	0.0001
child	celebrate	mothering	0.0385	0.6929	1.0
badlands	has_property	ivy	0.0385	0.9237	0.0002
badlands	has_property	idle	0.0385	0.8291	0.0001
badlands	has_property	wwi	0.0385	1.0	0.0002
badlands	has_property	iud	0.0385	1.0	0.0001
badlands	has_property	issued	0.0385	0.8912	0.0009
badlands	has_property	irish	0.0385	0.9536	0.0002
badlands	has_property	ipa	0.0385	0.851	0.0003
badlands	has_property	illegal	0.0385	0.9502	0.0
badlands	has_property	invented	0.0385	0.9047	0.0004
badlands	has_property	ignored	0.0385	0.9374	0.0001
badlands	has_property	imdb	0.0385	0.8709	0.0011
badlands	has_property	iced	0.0385	0.8431	0.0004
badlands	has_property	data	0.0385	0.9439	0.0009
helix	has_property	wwi	0.0385	1.0	0.0002
helix	has_property	arrow	0.0385	0.9505	0.0095
helix	has_property	etc	0.0385	0.8684	0.0003
helix	has_property	ifs	0.0385	0.8478	0.0025
helix	has_property	ikea	0.0385	0.8341	0.0002
vessel	has_property	classified	0.0385	0.9443	0.0004
ie	start	automatically	0.0385	0.7942	0.0549
calamari	get	rubbery	0.0385	0.8806	0.0094
damon	has_property	drinking	0.0385	0.8931	0.0048
runner	quilt	work	0.0385	0.8497	0.0034
switzerland	have	mass shootings	0.0385	0.878	0.0266
salivary gland	be considered	accessory glands	0.0385	0.7872	1.0
belgium	has_property	french speaking	0.0385	0.937	0.0468
standard deviation	be most important measure of	variability	0.0385	0.842	1.0
kid	start	biting	0.0385	0.8075	0.1183
teenage girl	get	irritated	0.0385	0.8988	0.0123
nipple	have opening at	end	0.0385	0.8864	1.0
pony	love	eat	0.0385	0.8972	0.1866
alexa	can	glow	0.0385	0.8623	0.001
heartburning	has_property	mfa	0.0385	1.0	0.0001
heartburning	has_property	milk	0.0385	0.9505	0.0013
heartburning	has_property	map	0.0385	0.955	0.0003
heartburning	has_property	awake	0.0385	0.9015	0.002
heartburning	has_property	aquarius	0.0385	1.0	0.0002
heartburning	has_property	aorta	0.0385	0.8959	0.0018
mercantilism	has_property	date	0.0385	0.9301	0.0016
mixture	lack	chemical formula	0.0385	0.7972	1.0
country	depend for	natural resources	0.0385	0.8392	1.0
hoar	has_property	spirit	0.0385	0.8949	0.0137
orange	has_property	hindu color	0.0385	0.8632	1.0
epidemic	has_property	aquaculture	0.0385	0.8038	0.0014
epidemic	has_place	away	0.0385	0.938	0.0001
epidemic	has_effect	itchy	0.0385	0.915	0.0001
epidemic	has_property	absent	0.0385	0.8614	0.0042
epidemic	has_property	aerobics	0.0385	0.7689	0.0052
farming	be for	soil	0.0385	0.9517	0.0284
rubidium	has_property	special	0.0385	0.9159	0.0002
ranking	be cs go	work	0.0385	0.9443	1.0
bruno	get samuel into	trouble	0.0385	0.8333	1.0
ut	has_property	euro	0.0385	0.9601	0.0013
albion	has_property	quitting	0.0385	0.852	0.0027
guppy	can	mean	0.0385	0.8744	0.0001
right	has_property	to equality exercise	0.0385	0.8362	0.6518
gun	be illegal in	england	0.0385	0.8622	0.0928
tracking	has_property	illegal	0.0385	0.9502	0.0
camouflage	has_movement	ahead	0.0385	0.9362	0.0001
cement	go	hard	0.0385	0.86	0.0063
squirrel corn	has_property	formed	0.0385	0.9373	0.0001
business	move to	cayman islands	0.0385	0.8534	1.0
deflation	has_property	ill	0.0385	0.9514	0.0002
australian	live along	mainly coast	0.0385	0.8683	1.0
astronaut	use au instead of	kilometers	0.0385	0.7905	0.126
arno	has_property	zoomed in	0.0385	0.9485	0.0011
ix	has_property	number	0.0385	0.9457	0.0002
concaveness	has_property	accurate	0.0385	0.9151	0.0002
fat	be necessary for	body	0.0385	0.9393	0.0888
music	be printed in	medieval times	0.0385	0.8899	1.0
laser	has_property	tv	0.0385	0.9575	0.0002
robot	need	specialized	0.0385	0.7788	1.0
scribe	be	valued	0.0385	0.8916	0.0025
muslim	stay up	see	0.0385	0.9132	1.0
sugar	has_property	been	0.0385	0.8741	0.0012
coal	used	generate	0.0385	0.9111	0.6924
preacher	has_property	paid	0.0385	0.9445	0.0002
coriolis force	has_place	ups	0.0385	0.8931	0.0009
other	blame	loved	0.0385	0.8119	1.0
lunch meat	has_trait	sweet	0.0385	0.9429	0.0001
gout	target	big toe	0.0385	0.7549	1.0
compost heap	has_property	turned regularly	0.0385	0.8207	0.2782
chewing gum	has_movement	zip	0.0385	0.9029	0.0004
argument	differ from	non-inferential passage	0.0385	0.8431	1.0
people	kill	alligator snapping turtle	0.0385	0.7805	1.0
baby	be with	tetra logy of ballot	0.0385	0.861	1.0
angel	be weak in	supernatural	0.0385	0.8624	1.0
yen	has_property	strong against dollar	0.0385	0.9115	0.0623
moss	grow better	north facing	0.0385	0.9027	1.0
ut	has_property	job	0.0385	0.9493	0.0003
manager	has_property	ireland	0.0385	0.9613	0.0002
melt	has_property	bbq	0.0385	0.8978	0.0003
tingling	has_property	free	0.0385	0.9514	0.0001
tingling	has_property	svenska	0.0385	1.0	0.0002
tingling	has_property	pc	0.0385	0.9511	0.0001
tingling	has_property	nltk	0.0385	1.0	0.0025
tingling	has_property	ncbi	0.0385	1.0	0.0016
tingling	has_property	orthodontist	0.0385	0.8256	1.0
tingling	has_property	identical	0.0385	0.8947	0.0003
tingling	has_property	emory	0.0385	0.8779	0.0009
tingling	has_property	ebb	0.0385	0.8215	0.013
tingling	has_property	aye	0.0385	0.845	0.0025
tingling	has_property	aquatic	0.0385	0.946	0.0001
tingling	has_color	ruby	0.0385	0.9461	0.0004
tingling	has_movement	ahead	0.0385	0.9362	0.0001
swat	has_property	afghanistan	0.0385	0.9524	0.0044
ocean	rise	polar ice caps melt	0.0385	0.846	1.0
cat	snuggle	against one 's head area	0.0385	0.6774	1.0
walt disney world	has_property	war	0.0385	0.9502	0.0005
pub	has_property	portland	0.0385	0.9436	0.0485
teamwork	has_property	high	0.0385	0.9409	0.0002
doctor	choose	careers in urology	0.0385	0.6978	1.0
body	heal	quitting	0.0385	0.7562	0.3676
biotechnology	has_property	different from genetic modification web quest	0.0385	0.7878	0.6255
rocky mountains	has_property	zip line	0.0385	0.9029	0.0117
easter sunday	has_property	date	0.0385	0.9301	0.0016
farming	has_time	today	0.0385	0.9304	0.0003
zoo	has_property	parking	0.0385	0.8644	0.0173
hyperactivity	influence	social development	0.0385	0.8856	0.2074
surface tension	has_property	pm	0.0385	0.9404	0.0001
surface tension	has_property	csfd	0.0385	1.0	0.0016
surface tension	has_property	cycling	0.0385	0.9517	0.0003
surface tension	has_property	ignition	0.0385	0.8406	0.0018
surface tension	has_property	pm	0.0385	0.9404	0.0001
cheat	has_property	gun	0.0385	0.9554	0.001
breast cancer	has_property	akron	0.0385	1.0	0.0019
breast cancer	has_property	pajamas	0.0385	0.9528	0.0023
breast cancer	has_property	personality	0.0385	0.8752	0.0238
breast cancer	has_property	ahmadabad	0.0385	1.0	0.0004
breast cancer	has_property	etiology	0.0385	0.7448	0.016
breast cancer	has_property	cdc	0.0385	0.8324	0.0012
breast cancer	has_property	aafp	0.0385	1.0	0.0056
breast cancer	has_property	irritating	0.0385	0.911	0.0012
arthur	tell	aurora	0.0385	0.847	1.0
athlete	sign	contracts	0.0385	0.8728	0.1431
vampire	need	avoid	0.0385	0.8766	0.1343
algebraic expressions	be used in	real life	0.0385	0.9622	0.0017
louis vuitton shoes	has_property	made	0.0385	0.9403	0.0
many people	observe on	eleven november	0.0385	0.7633	1.0
kid	eat	broccoli sprouts	0.0385	0.9324	1.0
rule	have	followed	0.0385	0.8399	1.0
right leg	be grounded in	ecg	0.0385	0.9295	1.0
ut	has_property	cows	0.0385	0.9249	0.0047
teacher	prepare	instructional materials	0.0385	0.6444	1.0
eucharist	related	to holiness	0.0385	0.6933	1.0
sub	become again	human	0.0385	0.9031	0.1987
placenta	has_property	irritated	0.0385	0.8276	0.0004
john quincy adams	has_property	at	0.0385	0.9569	0.0003
sawfish	has_property	protected	0.0385	0.9484	0.0008
grade	has_property	functional to the american education system	0.0385	0.803	1.0
plato	have	closet price	0.0385	0.8168	1.0
plain	quilt	work	0.0385	0.8497	0.0034
manufacturing	be in	new england	0.0385	0.968	0.0144
alligator	be killed for	meat	0.0385	0.9116	0.0291
child	have	natural gift accepting	0.0385	0.7253	1.0
chicken	be different	from chinese restaurants	0.0385	0.9043	1.0
cardizem	can	last	0.0385	0.8139	0.0003
selection	reinforce	organization 's culture	0.0385	0.7932	1.0
tpn	has_property	dying	0.0385	0.9395	0.0002
index fossil	be used for	relative dating	0.0385	0.8896	1.0
cashew	be related to	poison ivy	0.0385	0.8973	1.0
go on vacation	has_property	finite	0.0385	0.9365	0.0009
lm	can	mean	0.0385	0.8744	0.0001
diffusion	occur	in an animal cell	0.0385	0.9484	0.0442
johannes gutenberg	has_property	famous	0.0385	0.9384	0.0001
thing	has_property	fall apart oppressively patriarchal	0.0385	0.7477	1.0
respiratory rate	has_property	impact	0.0385	0.8652	0.0003
respiratory rate	has_property	idiopathic	0.0385	0.6985	0.0175
rhubarb	can	zip	0.0385	0.9109	0.0002
flower	give away	free food	0.0385	0.8862	1.0
animal	need adaptations	survive	0.0385	0.8284	1.0
stud finder	has_property	buntings	0.0385	0.8375	0.0167
indian	buy milk from	grocery store	0.0385	0.8812	1.0
map	be made	video	0.0385	0.8552	0.0083
infrastructure	has_property	awards	0.0385	0.8787	0.0004
baker	add pinch	making	0.0385	0.7467	1.0
criminology	has_property	interdisciplinary	0.0385	0.8933	0.0424
jew	eat lamb without	blemish	0.0385	0.7842	1.0
christmas	has_property	on december 25th catholic	0.0385	0.8507	0.6842
herb	cure	illnesses	0.0385	0.8628	0.7947
man	send anonymously	flowers	0.0385	0.8354	1.0
photograph	has_property	video	0.0385	0.9408	0.0002
hsian	has_diet	vegetarian	0.0385	0.9103	0.0002
hsian	has_property	xl	0.0385	0.8078	0.0005
samson	loved	delilah	0.0385	0.8434	1.0
rally	can	mean	0.0385	0.8744	0.0001
orange	taste like	mangoes	0.0385	0.8227	1.0
cell	prefer	doing rather then anaerobic	0.0385	0.7303	1.0
depression	be related	anxiety	0.0385	0.8642	1.0
blood	has_property	pop	0.0385	0.9423	0.0002
author	foreshadow danger	come	0.0385	0.7363	1.0
teacher	get much	angry	0.0385	0.9159	1.0
maria	has_property	in prison	0.0385	0.9555	0.001
old person	get tired	lot	0.0385	0.9186	1.0
bone	become after	exercise	0.0385	0.8661	0.1204
common denominator	lead to	correct answer	0.0385	0.72	1.0
particle	carried by	river	0.0385	0.7444	1.0
rapist	make	love	0.0385	0.9062	0.0055
everybody	need	to see	0.0385	0.8761	0.4652
cirrus	has_property	journal	0.0385	0.8303	0.0007
evert	has_property	go	0.0385	0.9403	0.0001
clop	has_body_part	eye	0.0385	0.9429	0.0002
doubling	has_property	impossible	0.0385	0.8805	0.0032
cow	need much more complex	stomach	0.0385	0.7846	1.0
bench press	has_property	set	0.0385	0.9417	0.0003
purple onion	has_manner	quickly	0.0385	0.8355	0.0005
zig	has_property	tag	0.0385	0.913	0.0003
type i diabetes	has_property	quota	0.0385	0.9008	0.0001
wheel	spin backwards in	commercials	0.0385	0.8088	1.0
picture	be taken of	milky way	0.0385	0.8549	1.0
plant	has_property	respiration	0.0385	0.9563	0.0216
element	tend	react	0.0385	0.8267	1.0
zeus	throw	lightning bolts	0.0385	0.727	1.0
saline solution	has_body_part	skin	0.0385	0.9039	0.0003
saline solution	has_property	top	0.0385	0.961	0.0003
saline solution	has_property	syringe	0.0385	0.8152	0.1776
saline solution	has_property	small	0.0385	0.8728	0.0001
harvey	get back	donna	0.0385	0.8196	1.0
ammunition	has_property	ireland	0.0385	0.9613	0.0002
pilot	turn off	interior lights	0.0385	0.8902	1.0
kid	need	careful	0.0385	0.797	0.0921
syphilis	has_property	cbc	0.0385	0.8358	0.0001
aerosol	be whipped	cream made	0.0385	0.8867	1.0
reliability	has_property	work	0.0385	0.934	0.0001
mrs	hold	hands	0.0385	0.9017	0.0028
race	differ from	ethnicity	0.0385	0.8534	0.2742
metal	has_property	ideal	0.0385	0.8654	0.0003
man	perform	cunnilingus	0.0385	0.7124	1.0
sauce	has_property	ideas	0.0385	0.8453	0.0004
harp	has_movement	ahead	0.0385	0.9362	0.0001
cost	be divided into	two classifications in process	0.0385	0.8469	1.0
guy	shower before	sex	0.0385	0.7948	1.0
red cross	use	money	0.0385	0.8921	0.0134
post	has_property	nasal drip worse when lying down	0.0385	0.8406	1.0
negotiation	has_property	important for an event organizer	0.0385	0.8597	1.0
plumber	prefer pipes instead of	iron pipes	0.0385	0.7774	1.0
mammoth cave national park	has_property	belts	0.0385	0.9536	0.0001
stand	has_property	ahmednagar	0.0385	1.0	0.0181
evaluation	has_property	uk	0.0385	0.9583	0.0
micro	led	work	0.0385	0.7318	0.0208
blood	keep	us alive	0.0385	0.8798	0.0166
american	suck at	hockey	0.0385	0.805	0.7224
cognition	has_property	agency	0.0385	0.892	0.0017
soc	can	do	0.0385	0.9192	0.0001
map maker	place hawaii next to	other forty-eight states	0.0385	0.7127	1.0
map maker	place alaska next to	other forty-eight states	0.0385	0.7096	1.0
chapman	be in	jail	0.0385	0.9563	0.0007
stanford	has_property	ugvr	0.0385	1.0	1.0
stanford	has_property	illinois	0.0385	0.9556	0.0006
prison cell	has_property	phone	0.0385	0.9392	0.0012
inclusion	present state of is	nepal	0.0385	0.687	1.0
bee sting	has_property	mud	0.0385	0.8875	0.0007
roman numeral	be used instead of	arabic ones for tv production dates	0.0385	0.7878	1.0
old person	look	younger	0.0385	0.9048	0.0243
insider trading	be considered	harmful	0.0385	0.899	0.0608
goat	be associated with	satan	0.0385	0.8463	1.0
polyploidy	be beneficial in	plants	0.0385	0.9721	0.3615
highway	can	curve	0.0385	0.8269	0.0054
coagulation	has_property	irradiated	0.0385	0.7476	0.0055
chronic bronchitis	has_property	irreversible	0.0385	0.8536	0.0014
death wish coffee	has_property	com	0.0385	0.8783	0.0003
mole	need	removed	0.0385	0.9196	0.01
priest	wear violet at	lent	0.0385	0.6993	1.0
aid	be	goes to another bodies	0.0385	0.7625	1.0
unemployment rate	has_property	slovenia	0.0385	1.0	0.019
unemployment rate	has_property	ft	0.0385	0.9474	0.0001
toner	has_property	utilizing	0.0385	0.8533	0.0025
toner	has_movement	ahead	0.0385	0.9362	0.0001
mermaid	get affected by	full moon	0.0385	0.8697	1.0
wheelchair	has_property	all	0.0385	0.9269	0.0004
bet	has_property	bad	0.0385	0.9451	0.0
iphone 6	has_property	gwalior	0.0385	1.0	0.0019
iphone 6	has_property	bcg-e2816a	0.0385	1.0	1.0
iphone 6	has_property	certified	0.0385	0.8919	0.0004
iphone 6	has_property	cynefin	0.0385	1.0	0.0388
iphone 6	has_property	da	0.0385	0.8822	0.0002
iphone 6	has_property	dvd	0.0385	0.9348	0.0001
iphone 6	has_property	dwarf	0.0385	0.9475	0.0001
iphone 6	has_property	denmark	0.0385	0.9122	0.0105
iphone 6	has_property	gjenopprettingsmodus	0.0385	1.0	0.5673
iphone 6	has_property	punished	0.0385	0.9549	0.0014
iphone 6	has_property	pig	0.0385	0.916	0.0001
iphone 6	has_property	pan	0.0385	0.9497	0.0002
iphone 6	has_property	pie	0.0385	0.9327	0.0009
iphone 6	has_property	pd	0.0385	0.9647	0.0001
iphone 6	has_property	nero	0.0385	0.8378	0.0095
iphone 6	has_property	nltk	0.0385	1.0	0.0025
iphone 6	has_property	kkk	0.0385	0.825	0.0015
iphone 6	has_property	korean	0.0385	0.9498	0.0022
iphone 6	has_property	kong	0.0385	0.9521	0.0083
iphone 6	has_property	gwalior	0.0385	1.0	0.0019
iphone 6	has_property	gel	0.0385	0.9077	0.0043
iphone 6	has_property	gjenopprettingsmodus	0.0385	1.0	0.5673
iphone 6	has_property	denmark	0.0385	0.9122	0.0105
iphone 6	has_property	dwarf	0.0385	0.9475	0.0001
iphone 6	has_property	dvd	0.0385	0.9348	0.0001
iphone 6	has_property	da	0.0385	0.8822	0.0002
iphone 6	has_property	cynefin	0.0385	1.0	0.0388
iphone 6	has_property	certified	0.0385	0.8919	0.0004
iphone 6	has_property	bcg-e2816a	0.0385	1.0	1.0
tights	go	bobby	0.0385	0.8531	0.0106
erythrocyte sedimentation rate	has_body_part	feet	0.0385	0.9009	0.0008
command	has_property	authority	0.0385	0.91	0.0061
food	unite	us	0.0385	0.8527	0.0344
disposal	has_movement	ahead	0.0385	0.9362	0.0001
muslim	say	thanks allah	0.0385	0.7737	1.0
comprehension	differ from	interpretation	0.0385	0.8686	1.0
arno	has_property	dying	0.0385	0.9395	0.0002
collaboration	has_property	necessary	0.0385	0.9381	0.0001
jewish people	eat roast lamb on	passover	0.0385	0.882	1.0
quarterback	wear baseball caps on	sidelines	0.0385	0.8761	1.0
actor	go to	new york	0.0385	0.9481	0.0178
mri	has_property	virginia	0.0385	0.9516	0.0032
pomegranate	has_property	atom	0.0385	0.9628	0.0046
pomegranate	has_property	awareness	0.0385	0.8549	0.0006
dish	has_property	nfl	0.0385	0.9702	0.0001
parkinson	have	tremor start	0.0385	0.8252	1.0
substance abuse	be different from	substance dependence	0.0385	0.8203	0.3888
deep space	has_property	distinct from deep focus	0.0385	0.7674	0.6156
sweet	give	stomach ache	0.0385	0.9167	0.0029
host	kick	players after the heist is done	0.0385	0.6784	1.0
imperialist	has_property	activities	0.0385	0.92	0.0063
decimal number system	has_property	ignored	0.0385	0.9374	0.0001
decimal number system	has_property	cast	0.0385	0.9448	0.0023
decimal number system	has_property	cpu	0.0385	0.964	0.0001
poacher	can	killed	0.0385	0.9435	0.0018
many people	buy funds	buying	0.0385	0.8164	1.0
catholicism	has_property	similar to lutheranism	0.0385	0.9394	0.3037
solvent	has_property	natural	0.0385	0.8818	0.0003
sign	read	danger-high voltage	0.0385	0.8039	1.0
beanie baby	has_property	worth money	0.0385	0.9179	0.0115
onion	has_property	clip art	0.0385	0.9054	0.0087
electronics	get	dustier	0.0385	0.7636	1.0
fort	has_property	bragg	0.0385	1.0	0.4157
whim	has_property	etymology	0.0385	0.6928	0.002
alp	has_property	bad	0.0385	0.9451	0.0
slave	be procured in	rome	0.0385	0.8064	1.0
pentanoic acid	has_property	formed	0.0385	0.9373	0.0001
farting	has_property	flammable	0.0385	0.9249	0.0009
boot	has_property	ethical	0.0385	0.9112	0.0003
colombia	manage	climate change	0.0385	0.8812	1.0
